ts,exchange,symbol,tf,o,h,l,c,v,qv,n,vwap
1759707480000,binance,BTCUSDT,1m,123500.36,123500.37,123500.36,123500.36,1.14228,141071.9982437,139,123500.36614814233
1759707540000,binance,BTCUSDT,1m,123500.36,123504.06,123500.36,123504.06,6.22018,768202.3325367,309,123501.62415504052
1759707600000,binance,BTCUSDT,1m,123504.06,123504.06,123504.05,123504.06,1.80066,222388.816939,137,123504.0579226506
1759707660000,binance,BTCUSDT,1m,123504.06,123504.06,123504.05,123504.06,0.719,88799.415431,98,123504.05484144646
1759707720000,binance,BTCUSDT,1m,123504.05,123504.06,123457.06,123502.34,13.15936,1624864.9052378,2860,123475.9825126602
1759707780000,binance,BTCUSDT,1m,123502.34,123518.4,123502.33,123509.64,7.86203,971050.2457388,811,123511.38901006484
1759707840000,binance,BTCUSDT,1m,123509.64,123509.64,123509.63,123509.63,4.06546,502123.4970892,161,123509.63902958091
1759707900000,binance,BTCUSDT,1m,123509.63,123509.64,123499.57,123509.64,13.46171,1662575.7791659,594,123504.05551493088
1759707960000,binance,BTCUSDT,1m,123509.63,123509.64,123499.99,123509.63,12.12457,1497444.9227113,726,123504.992153231
1759708020000,binance,BTCUSDT,1m,123509.63,123509.64,123509.63,123509.63,2.88954,356886.0278067,187,123509.63399250398
1759708080000,binance,BTCUSDT,1m,123509.63,123509.64,123499.98,123499.98,3.70208,457220.9890408,614,123503.81111180742
1759708140000,binance,BTCUSDT,1m,123499.99,123504.76,123499.98,123504.76,7.82513,966411.7256219,657,123501.04415158599
1759708200000,binance,BTCUSDT,1m,123504.75,123504.76,123488.21,123488.22,3.79519,468712.5821288,824,123501.74355665987
1759708260000,binance,BTCUSDT,1m,123488.22,123488.22,123454.8,123456.35,6.77566,836624.148875,1105,123474.93068940884
1759708320000,binance,BTCUSDT,1m,123456.36,123494.55,123445.33,123494.55,5.91398,730204.0129982,2717,123470.82895075736
1759708380000,binance,BTCUSDT,1m,123494.55,123494.55,123480.71,123480.71,1.66573,205695.6239625,534,123486.77394445679
1759708440000,binance,BTCUSDT,1m,123480.71,123480.72,123468,123468.01,1.3885,171441.7511908,725,123472.63319467049
1759708500000,binance,BTCUSDT,1m,123468.01,123488.77,123468,123488.77,3.03055,374184.2675604,747,123470.74542917953
1759708560000,binance,BTCUSDT,1m,123488.76,123488.77,123488.76,123488.77,1.37328,169584.6518778,147,123488.7654941454
1759708620000,binance,BTCUSDT,1m,123488.76,123494,123473.64,123474.01,22.16383,2736876.0103287,938,123483.89291601225
1759708680000,binance,BTCUSDT,1m,123474.02,123474.02,123474.01,123474.02,0.98578,121718.2163105,147,123474.01682982004
1759708740000,binance,BTCUSDT,1m,123474.01,123482.32,123442.94,123482.31,7.71442,952464.0374416,2232,123465.41119638289
1759708800000,binance,BTCUSDT,1m,123482.32,123499,123468.4,123468.41,5.8128,717789.0797598,1437,123484.22098812964
1759708860000,binance,BTCUSDT,1m,123468.4,123468.41,123455.55,123462.53,8.1816,1010114.0726261,1983,123461.67896574021
1759708920000,binance,BTCUSDT,1m,123462.52,123500,123452.36,123452.37,6.80548,840301.80885,3155,123474.28966803223
1759708980000,binance,BTCUSDT,1m,123452.37,123452.37,123318.57,123335.99,19.9239,2457999.441195,4380,123369.39259858763
1759709040000,binance,BTCUSDT,1m,123335.98,123391.55,123335.98,123385.41,6.88309,849110.754244,3509,123361.85553929993
1759709100000,binance,BTCUSDT,1m,123385.41,123385.41,123314.15,123330.49,5.53723,682969.5180651,2321,123341.36708518518
1759709160000,binance,BTCUSDT,1m,123330.49,123351.02,123305.84,123309.35,10.75486,1326415.5908526,1764,123331.73940456686
1759709220000,binance,BTCUSDT,1m,123309.35,123324.1,123288,123311.15,12.34299,1521893.2446647,2438,123300.20883632734
1759709280000,binance,BTCUSDT,1m,123311.48,123330,123304.5,123317.52,1.94794,240209.5183249,1933,123314.63922138259
1759709340000,binance,BTCUSDT,1m,123317.51,123332.59,123301.46,123332.58,3.40492,419847.6793194,1775,123306.18026837634
1759709400000,binance,BTCUSDT,1m,123332.59,123332.59,123268.55,123298,6.49428,800643.1402567,3217,123284.3579668108
1759709460000,binance,BTCUSDT,1m,123298,123344.85,123297.99,123344.85,6.13636,756670.1699815,2814,123309.28595804353
1759709520000,binance,BTCUSDT,1m,123344.84,123459.11,123344.84,123459.11,11.21276,1383896.349205,2837,123421.56161417886
1759709580000,binance,BTCUSDT,1m,123459.11,123509.88,123459.1,123509.88,11.26641,1391415.3486422,1323,123501.21721490697
1759709640000,binance,BTCUSDT,1m,123509.88,123514.74,123509.87,123514,11.57018,1429078.0519509,568,123513.89969308168
1759709700000,binance,BTCUSDT,1m,123514.01,123924.89,123514.01,123800,115.3431,14267810.092058,16882,123698.86098135042
1759709760000,binance,BTCUSDT,1m,123800,124117.53,123794.89,124103.77,94.51546,11720003.4102681,14604,124000.91382159172
1759709820000,binance,BTCUSDT,1m,124103.77,124236.03,124071.99,124201.96,36.56929,4540475.6478206,11554,124160.89149722623
1759709880000,binance,BTCUSDT,1m,124201.96,124223.35,124090.49,124223.34,24.84456,3084525.462015,8005,124152.95187417285
1759709940000,binance,BTCUSDT,1m,124223.34,124343.93,124182.08,124336.44,24.02461,2985411.0722501,9186,124264.70491092675
1759710000000,binance,BTCUSDT,1m,124336.44,124358.46,124194.75,124194.75,20.52022,2550484.9471389,7202,124291.30619159542
1759710060000,binance,BTCUSDT,1m,124194.76,124194.76,124012.49,124018.38,34.18167,4241318.4298013,8261,124081.66218330762
1759710120000,binance,BTCUSDT,1m,124018.38,124018.39,123701.61,123910.23,83.23861,10308326.0781725,12500,123840.680162397
1759710180000,binance,BTCUSDT,1m,123910.24,124000,123910.24,124000,24.17774,2996768.5265942,5169,123947.42133028977
1759710240000,binance,BTCUSDT,1m,123999.99,124036.11,123895.35,123929.62,26.93974,3339776.2232488,7696,123972.10304363738
1759710300000,binance,BTCUSDT,1m,123929.62,123929.62,123782.57,123798.76,20.71287,2565186.0963665,6953,123845.03433693641
1759710360000,binance,BTCUSDT,1m,123798.76,123799.53,123500,123590.71,57.68231,7130540.9414402,14561,123617.46506754325
1759710420000,binance,BTCUSDT,1m,123590.71,123678.8,123532.37,123678.8,9.43728,1166672.771772,6753,123623.83777656275
1759710480000,binance,BTCUSDT,1m,123678.8,123699.99,123546.58,123559.9,14.13066,1746999.3973397,7681,123631.83300282506
1759710540000,binance,BTCUSDT,1m,123559.9,123660.66,123541.11,123660.66,11.01678,1361806.1576335,4915,123611.99530475328
1759710600000,binance,BTCUSDT,1m,123660.66,123830.25,123651.91,123830.25,21.53929,2665659.6456818,7652,123758.00900038022
1759710660000,binance,BTCUSDT,1m,123830.4,123881.16,123648.15,123675.16,32.78374,4057592.4404952,10697,123768.44254179663
1759710720000,binance,BTCUSDT,1m,123675.16,123777,123627.64,123777,30.77928,3808249.7119148,9845,123727.7061683964
1759710780000,binance,BTCUSDT,1m,123777,123793.09,123694.88,123739.79,5.82318,720582.2070173,3880,123743.76320452055
1759710840000,binance,BTCUSDT,1m,123739.79,123876.85,123735.18,123790.94,14.90263,1844806.1516293,8133,123790.64310321736
1759710900000,binance,BTCUSDT,1m,123790.94,123790.94,123661.81,123745.53,11.99566,1483945.2469747,6609,123706.84455667298
1759710960000,binance,BTCUSDT,1m,123745.52,123776,123682,123776,6.75765,836055.846802,6273,123719.90955465287
1759711020000,binance,BTCUSDT,1m,123775.99,123776,123667.45,123679.68,5.8691,726082.5930874,6082,123712.76568594843
1759711080000,binance,BTCUSDT,1m,123679.67,123679.67,123586,123609.99,33.97036,4199282.9073926,5748,123616.08494559962
1759711140000,binance,BTCUSDT,1m,123609.99,123622.12,123456.58,123522.55,33.07595,4085871.2126155,6266,123529.9730654902
1759711200000,binance,BTCUSDT,1m,123522.56,123599.97,123473.5,123581.93,7.17072,885790.9018357,6767,123528.86486094841
1759711260000,binance,BTCUSDT,1m,123581.92,123610.6,123556.28,123610.54,11.95573,1477669.9924202,3413,123595.12906532682
1759711320000,binance,BTCUSDT,1m,123610.55,123610.6,123585.82,123599.66,5.10117,630520.3535582,2651,123603.08587210385
1759711380000,binance,BTCUSDT,1m,123599.66,123704.13,123599.65,123650.01,23.1269,2859700.6643933,4514,123652.571870562
1759711440000,binance,BTCUSDT,1m,123650,123704.37,123648.99,123704.15,5.63963,697579.2464922,1801,123692.3781333527
1759711500000,binance,BTCUSDT,1m,123704.16,123744.18,123660,123669.26,12.73465,1575165.4069311,4752,123691.29948063746
1759711560000,binance,BTCUSDT,1m,123669.27,123669.27,123578.64,123625.75,14.51842,1794839.0529323,4140,123624.95732540454
1759711620000,binance,BTCUSDT,1m,123625.75,123654,123559.55,123568.53,15.22581,1882035.2374034,3982,123608.21771737597
1759711680000,binance,BTCUSDT,1m,123568.53,123568.53,123484.12,123531.05,7.49749,926159.5987304,3031,123529.28763231428
1759711740000,binance,BTCUSDT,1m,123531.06,123568.23,123504.94,123545.02,6.96897,860966.4579169,2414,123542.85610598123
1759711800000,binance,BTCUSDT,1m,123545.02,123545.02,123484.91,123538.25,12.0957,1494073.9117309,3216,123521.07870821035
1759711860000,binance,BTCUSDT,1m,123538.25,123558.67,123519.14,123519.15,5.01275,619239.1116346,2138,123532.81365210713
1759711920000,binance,BTCUSDT,1m,123519.15,123519.15,123336,123345.37,24.87538,3070763.5361185,5603,123445.89453984221
1759711980000,binance,BTCUSDT,1m,123345.37,123349.32,123280,123343.05,23.38009,2883304.8734047,5647,123323.0870114144
1759712040000,binance,BTCUSDT,1m,123343.05,123361.65,123135.98,123171.99,91.83862,11314631.4254629,11598,123201.23522612709
1759712100000,binance,BTCUSDT,1m,123171.99,123293,123084,123293,42.09564,5184766.3990847,7786,123166.35164793076
1759712160000,binance,BTCUSDT,1m,123292.99,123329.23,123222.7,123329.23,16.89144,2082071.3218814,4659,123261.91975825625
1759712220000,binance,BTCUSDT,1m,123329.22,123363.43,123316.89,123329.19,16.71143,2061165.3774741,4378,123338.65967628744
1759712280000,binance,BTCUSDT,1m,123329.2,123437,123286.2,123368,33.103,4083389.4360541,4154,123354.0596336918
1759712340000,binance,BTCUSDT,1m,123368,123383.44,123347.28,123347.29,6.04528,745770.1783806,1985,123364.04242327898
1759712400000,binance,BTCUSDT,1m,123347.29,123360.13,123239.89,123265.07,41.29369,5092022.04776,5496,123312.35226883335
1759712460000,binance,BTCUSDT,1m,123265.06,123346.16,123240.27,123305.93,5.53123,681962.8305823,4056,123293.16093930283
1759712520000,binance,BTCUSDT,1m,123305.93,123305.93,123192.01,123217.73,17.73222,2185666.651826,4170,123259.61734210378
1759712580000,binance,BTCUSDT,1m,123217.74,123319.22,123217.74,123319.21,5.95026,733389.1390225,3428,123253.29296913077
1759712640000,binance,BTCUSDT,1m,123319.22,123404.89,123319.21,123380.39,8.40613,1037056.3059687,4966,123369.05400805127
1759712700000,binance,BTCUSDT,1m,123380.4,123439.47,123375.28,123434.37,14.29249,1764063.3094302,2542,123425.89076012647
1759712760000,binance,BTCUSDT,1m,123434.37,123515.66,123434.37,123494.88,5.34639,660229.6450323,2950,123490.73768137004
1759712820000,binance,BTCUSDT,1m,123494.87,123633.33,123494.87,123572.07,20.52706,2536662.4020704,5001,123576.50837822854
1759712880000,binance,BTCUSDT,1m,123572.07,123581.29,123530,123544.76,5.53234,683590.2091758,3488,123562.58096498046
1759712940000,binance,BTCUSDT,1m,123544.75,123544.76,123482.08,123482.08,5.46151,674556.958524,2102,123511.07267477311
1759713000000,binance,BTCUSDT,1m,123482.09,123534.43,123482.08,123534.43,4.1535,512974.9633602,1789,123504.26468284578
1759713060000,binance,BTCUSDT,1m,123534.43,123534.43,123495.54,123533,9.6318,1189734.3856075,2357,123521.5001980419
1759713120000,binance,BTCUSDT,1m,123532.99,123600.53,123532.99,123584.24,16.83892,2080867.6403554,2024,123574.88724665239
1759713180000,binance,BTCUSDT,1m,123584.23,123596.54,123520.43,123520.43,10.76301,1330048.4622779,2228,123575.88279467361
1759713240000,binance,BTCUSDT,1m,123520.44,123520.44,123486.86,123486.87,10.87077,1342555.8512816,1796,123501.4494172538
1759713300000,binance,BTCUSDT,1m,123486.88,123486.88,123334.06,123334.06,18.6788,2305187.8671098,4580,123411.98937350367
1759713360000,binance,BTCUSDT,1m,123334.06,123422.8,123314.09,123422.8,7.07947,873409.520309,3667,123372.16208402607
1759713420000,binance,BTCUSDT,1m,123422.8,123445.74,123417.89,123445.73,1.63732,202099.4045069,1571,123433.05188167248
1759713480000,binance,BTCUSDT,1m,123445.73,123515.69,123443.33,123515.69,8.26708,1020936.0897013,1382,123494.15872367269
1759713540000,binance,BTCUSDT,1m,123515.69,123566.59,123515.68,123566.58,2.64089,326283.7161973,1177,123550.6651913938
1759713600000,binance,BTCUSDT,1m,123566.58,123709.5,123566.58,123641.18,19.31154,2387782.2549754,5809,123645.35686824561
1759713660000,binance,BTCUSDT,1m,123641.19,123671.64,123635.81,123669.99,3.97191,491124.7128437,1602,123649.50687294023
1759713720000,binance,BTCUSDT,1m,123670,123709.53,123660.68,123709.53,7.57252,936664.4917653,1901,123692.57417151755
1759713780000,binance,BTCUSDT,1m,123709.53,123774.86,123662.01,123747.02,10.68981,1322526.6390037,5051,123718.44204936291
1759713840000,binance,BTCUSDT,1m,123747.01,123894.73,123747.01,123891.74,16.50532,2043891.6472335,4613,123832.29451070927
1759713900000,binance,BTCUSDT,1m,123891.75,123936.99,123858,123923.39,20.11512,2492616.144216,5229,123917.53786286137
1759713960000,binance,BTCUSDT,1m,123923.39,123991.89,123904.69,123988,8.82292,1093582.5683487,3350,123947.91841575125
1759714020000,binance,BTCUSDT,1m,123987.99,123990.65,123853.06,123870.65,24.36488,3018953.4008615,3363,123905.94170221647
1759714080000,binance,BTCUSDT,1m,123870.65,123908.28,123848.72,123908.27,5.20127,644265.4190847,2764,123866.94385884602
1759714140000,binance,BTCUSDT,1m,123908.27,123908.27,123796.46,123851.35,5.60689,694475.4830909,3039,123861.08575179824
1759714200000,binance,BTCUSDT,1m,123851.35,124028.02,123851.34,123999.98,26.41719,3275107.9593628,6857,123976.39413437991
1759714260000,binance,BTCUSDT,1m,123999.99,124107.46,123999.99,124107.46,33.43144,4147943.4122533,4978,124073.13033041054
1759714320000,binance,BTCUSDT,1m,124107.46,124128,124029.01,124029.01,27.67524,3433747.0667041,4825,124072.89211237554
1759714380000,binance,BTCUSDT,1m,124029.02,124077.13,123979.75,124048.37,8.11696,1006764.6914675,4734,124032.23515546459
1759714440000,binance,BTCUSDT,1m,124048.38,124088,124002.22,124021.22,11.19484,1388743.0721432,3662,124052.06971633362
1759714500000,binance,BTCUSDT,1m,124021.23,124033.23,123918,123938.06,24.72582,3064718.3542568,3272,123948.0977478927
1759714560000,binance,BTCUSDT,1m,123938.06,123995.15,123925.19,123972.06,7.71355,956122.2489783,2467,123953.59451592328
1759714620000,binance,BTCUSDT,1m,123972.06,124128.4,123938.45,124120.49,25.15325,3120713.9205573,6333,124068.01986054685
1759714680000,binance,BTCUSDT,1m,124120.24,124239.7,124098.78,124098.78,47.44715,5891851.7902558,6563,124177.14847479353
1759714740000,binance,BTCUSDT,1m,124098.77,124098.77,123978.94,123978.95,14.95382,1854747.5383385,2799,124031.68811303734
1759714800000,binance,BTCUSDT,1m,123978.95,124034.63,123930.46,124034.63,7.60102,942435.5761424,4046,123988.0405711865
1759714860000,binance,BTCUSDT,1m,124034.63,124058,124011.62,124011.62,3.07383,381252.0069693,2088,124031.58501585969
1759714920000,binance,BTCUSDT,1m,124011.63,124025.21,123955.86,123955.87,7.96201,987176.6236974,3586,123985.85579488093
1759714980000,binance,BTCUSDT,1m,123955.87,123955.87,123727.68,123831.98,33.60708,4160798.9463578,8280,123807.2140262647
1759715040000,binance,BTCUSDT,1m,123831.98,123876.77,123821.94,123857.52,3.10408,384455.8080509,2474,123854.9934444022
1759715100000,binance,BTCUSDT,1m,123857.52,123857.53,123781.1,123832,9.6969,1200662.752965,3912,123819.2363502769
1759715160000,binance,BTCUSDT,1m,123831.99,123876.77,123804.71,123876.77,2.84201,351974.2138232,3063,123846.93010341273
1759715220000,binance,BTCUSDT,1m,123876.77,123919,123864.56,123902.93,6.90866,855942.6421535,2166,123894.16213180269
1759715280000,binance,BTCUSDT,1m,123902.93,123983.61,123902.92,123983.61,8.50145,1053625.576867,3024,123934.80839939069
1759715340000,binance,BTCUSDT,1m,123983.61,124012.79,123962.3,123962.3,11.16333,1384268.4438924,3031,124001.39061484342
1759715400000,binance,BTCUSDT,1m,123962.31,124012.79,123960.06,124012.78,5.46808,677936.6630294,1746,123980.75065277028
1759715460000,binance,BTCUSDT,1m,124012.78,124012.79,123976.63,124012.78,5.02926,623647.3079543,2652,124003.79140356633
1759715520000,binance,BTCUSDT,1m,124012.79,124043.7,124012.78,124021.23,5.06709,628470.8443929,1140,124029.93520795958
1759715580000,binance,BTCUSDT,1m,124021.23,124031.31,123960.07,123972.46,10.08249,1250080.2207793,3323,123985.26760545262
1759715640000,binance,BTCUSDT,1m,123972.46,124020.88,123968.21,124020.87,6.25204,775202.5587105,2409,123991.93842497809
1759715700000,binance,BTCUSDT,1m,124020.87,124020.88,123986.93,123986.94,5.21034,646100.7304469,1167,124003.56415260807
1759715760000,binance,BTCUSDT,1m,123986.93,124012.86,123986.93,124012.86,2.51319,311627.8128949,973,123996.9174216434
1759715820000,binance,BTCUSDT,1m,124012.85,124046.02,123968.77,124045.41,11.24831,1395042.7224488,2723,124022.42847581548
1759715880000,binance,BTCUSDT,1m,124045.4,124045.41,124023.51,124045.4,2.69777,334639.0942011,1604,124042.85546992517
1759715940000,binance,BTCUSDT,1m,124045.4,124045.41,124018.51,124035.32,2.93761,364370.8432489,1115,124036.49335647008
1759716000000,binance,BTCUSDT,1m,124035.33,124100,124019.49,124099.99,8.14747,1010723.1017685,2111,124053.61440649674
1759716060000,binance,BTCUSDT,1m,124100,124107.46,124030.96,124030.96,7.51864,932978.2643732,2491,124088.70013369438
1759716120000,binance,BTCUSDT,1m,124030.97,124074.86,124030.96,124070,11.31871,1404268.2035308,3045,124066.09971726462
1759716180000,binance,BTCUSDT,1m,124070,124070,123925.22,123929.82,14.74727,1828477.0249737,4723,123987.49225949617
1759716240000,binance,BTCUSDT,1m,123929.82,123929.82,123853.07,123862.33,10.59892,1313038.6602903,4017,123884.19388865092
1759716300000,binance,BTCUSDT,1m,123862.33,123963.74,123859.54,123963.74,6.56396,813355.7553611,3255,123912.35707729784
1759716360000,binance,BTCUSDT,1m,123963.74,123963.74,123896.99,123901.29,3.02854,375327.1152476,2743,123930.05053510933
1759716420000,binance,BTCUSDT,1m,123901.29,123921.18,123869.63,123906.22,5.29061,655492.8594267,3268,123897.40680690885
1759716480000,binance,BTCUSDT,1m,123906.22,123919.29,123867.23,123919.29,3.17206,392984.8407243,2575,123889.47268472223
1759716540000,binance,BTCUSDT,1m,123919.29,123927.08,123858.11,123868.99,5.29275,655773.0637918,2584,123900.25294824054
1759716600000,binance,BTCUSDT,1m,123868.98,123893.55,123807.69,123893.55,6.05461,749805.4955047,4225,123840.42828600024
1759716660000,binance,BTCUSDT,1m,123893.55,123963.74,123893.54,123920.02,4.43593,549777.9451342,2213,123937.47086500464
1759716720000,binance,BTCUSDT,1m,123920,123920,123846.4,123846.41,2.76975,343162.0762705,2167,123896.40807672172
1759716780000,binance,BTCUSDT,1m,123846.4,123865.99,123825.31,123865.52,4.8101,595692.16237,2855,123841.94972453795
1759716840000,binance,BTCUSDT,1m,123865.52,123865.95,123816.99,123865.14,4.08273,505621.904347,2003,123844.0710865034
1759716900000,binance,BTCUSDT,1m,123865.15,123899.97,123839.08,123899.44,2.53163,313594.8914319,2132,123870.74392067561
1759716960000,binance,BTCUSDT,1m,123899.45,123931.63,123849.49,123849.49,6.05065,749655.5646734,3136,123896.6994741722
1759717020000,binance,BTCUSDT,1m,123849.49,123878,123849.49,123860,1.15729,143344.5309375,1648,123862.23931555619
1759717080000,binance,BTCUSDT,1m,123860.01,123873.99,123839.07,123873.99,3.13299,388025.3940224,1373,123851.46266741995
1759717140000,binance,BTCUSDT,1m,123874,123880.96,123852.85,123852.86,6.5034,805581.8010555,2215,123870.86770850632
1759717200000,binance,BTCUSDT,1m,123852.86,123874.01,123808,123874,2.94819,365108.6689357,2882,123841.63467608941
1759717260000,binance,BTCUSDT,1m,123874,123886.86,123839.07,123886.85,13.00944,1611289.8486046,1861,123855.4348691873
1759717320000,binance,BTCUSDT,1m,123886.86,123937.9,123886.86,123934.8,2.40866,298511.856441,1718,123932.74951259208
1759717380000,binance,BTCUSDT,1m,123933.71,124060.24,123912.28,124060.24,26.97361,3344138.4737999,2918,123978.15768078133
1759717440000,binance,BTCUSDT,1m,124060.23,124074.43,123947.9,123947.91,13.72023,1701843.740468,4358,124039.00958424166
1759717500000,binance,BTCUSDT,1m,123947.91,123968.51,123916.36,123916.37,6.17118,764875.7406477,2515,123943.19087236153
1759717560000,binance,BTCUSDT,1m,123916.37,123952.71,123907.95,123938.73,2.64292,327549.6630135,2749,123934.76269183327
1759717620000,binance,BTCUSDT,1m,123938.74,123962.89,123920.25,123932.64,10.79555,1338041.3558096,1622,123943.78756150452
1759717680000,binance,BTCUSDT,1m,123932.65,123960.81,123824.69,123871.02,49.93139,6185542.216527,2003,123880.83361042022
1759717740000,binance,BTCUSDT,1m,123871.02,123897.9,123839.07,123871.43,6.86342,850209.1123735,2537,123875.43125344218
1759717800000,binance,BTCUSDT,1m,123871.44,123936.31,123852.85,123936.3,3.41217,422681.3180703,2111,123874.6363956954
1759717860000,binance,BTCUSDT,1m,123936.3,123936.31,123852.85,123852.86,3.38657,419528.4916038,2029,123880.05905792587
1759717920000,binance,BTCUSDT,1m,123852.86,123852.86,123750.02,123750.02,26.27157,3252240.1529323,3278,123793.14037692838
1759717980000,binance,BTCUSDT,1m,123750.03,123750.03,123548,123649.15,48.18358,5955771.7349397,7014,123605.83698719979
1759718040000,binance,BTCUSDT,1m,123649.15,123649.15,123482.59,123525.98,55.23796,6824582.4471294,6265,123548.7778174538
1759718100000,binance,BTCUSDT,1m,123525.97,123548.53,123476.04,123548.53,9.29299,1147782.595059,3464,123510.58110027021
1759718160000,binance,BTCUSDT,1m,123548.53,123593.86,123548.53,123586.24,2.34003,289181.1931465,1686,123580.12211232334
1759718220000,binance,BTCUSDT,1m,123586.25,123616.08,123581.26,123614.9,5.18504,640842.618593,1821,123594.53708997424
1759718280000,binance,BTCUSDT,1m,123614.9,123614.91,123512.59,123521.05,5.64749,697828.8656109,2568,123564.4269597467
1759718340000,binance,BTCUSDT,1m,123521.05,123626,123521.04,123626,24.1565,2985556.9890164,2844,123592.28319567819
1759718400000,binance,BTCUSDT,1m,123625.99,123816.54,123625.99,123794,22.9737,2842658.9611969,3365,123735.35656846306
1759718460000,binance,BTCUSDT,1m,123793.99,123842.79,123773.77,123799.51,39.37734,4875209.2349105,3532,123807.48001034353
1759718520000,binance,BTCUSDT,1m,123799.51,123829.78,123791.74,123829.78,3.67371,454811.0014363,1451,123801.55250041511
1759718580000,binance,BTCUSDT,1m,123829.77,123859.77,123829.77,123839.08,1.51102,187135.0008074,1180,123846.80600349433
1759718640000,binance,BTCUSDT,1m,123839.08,123852.62,123839.07,123839.07,0.85964,106463.0204231,533,123846.05232783491
1759718700000,binance,BTCUSDT,1m,123839.08,123896.98,123839.07,123871.48,26.05631,3228147.4871779,1781,123891.19899087399
1759718760000,binance,BTCUSDT,1m,123871.48,123940.74,123852.85,123932.43,10.26298,1271758.5037584,2040,123917.07903147038
1759718820000,binance,BTCUSDT,1m,123932.42,123991.88,123932.42,123955.54,9.66892,1198634.3132148,2862,123967.75577983892
1759718880000,binance,BTCUSDT,1m,123955.54,124146.77,123954.14,124124,27.36404,3394926.0401155,4810,124065.2345236851
1759718940000,binance,BTCUSDT,1m,124124.01,124244.93,124071.65,124071.65,27.61401,3427958.0521024,7452,124138.36498583146
1759719000000,binance,BTCUSDT,1m,124071.66,124178,124056.73,124178,5.43276,674339.49072,3074,124124.66052614141
1759719060000,binance,BTCUSDT,1m,124177.99,124200,124094,124100.83,8.1086,1006603.0773015,3537,124140.18169616211
1759719120000,binance,BTCUSDT,1m,124100.84,124130.41,123965.55,123966.64,22.39686,2777668.9784121,5363,124020.46440492551
1759719180000,binance,BTCUSDT,1m,123966.64,124037.7,123963.74,123993.56,8.43575,1046028.4230993,5000,123999.45743997865
1759719240000,binance,BTCUSDT,1m,123993.56,124014.79,123992.7,124002.22,4.3553,540081.7874025,1222,124005.64539813562
1759719300000,binance,BTCUSDT,1m,124002.23,124051.16,124002.22,124002.22,5.495,681549.6650349,2581,124030.87625748862
1759719360000,binance,BTCUSDT,1m,124002.23,124048.26,124002.23,124018.2,2.2477,278794.4923557,1635,124035.45506771366
1759719420000,binance,BTCUSDT,1m,124018.21,124037.59,123991.78,124007.08,6.2719,777804.5442945,2835,124014.18139551014
1759719480000,binance,BTCUSDT,1m,124007.07,124032.49,123994.47,124017.71,4.12199,511167.3638345,2725,124009.85054172862
1759719540000,binance,BTCUSDT,1m,124017.7,124143.76,124002.22,124110.61,24.05486,2983843.4218841,2505,124043.26701066228
1759719600000,binance,BTCUSDT,1m,124110.61,124126.31,124054,124077.85,14.55192,1805832.9110266,5272,124095.85202685281
1759719660000,binance,BTCUSDT,1m,124077.86,124086.91,124022.1,124074.27,13.30038,1650181.8766304,3686,124070.28044540081
1759719720000,binance,BTCUSDT,1m,124074.27,124097.55,124056.73,124056.74,3.85055,477779.6070318,3498,124080.87338998326
1759719780000,binance,BTCUSDT,1m,124056.74,124074.94,124018.21,124071.27,3.74968,465150.5959248,3517,124050.74457681722
1759719840000,binance,BTCUSDT,1m,124071.27,124071.27,124002.22,124028,3.22657,400199.3100934,2510,124032.42765332846
1759719900000,binance,BTCUSDT,1m,124028,124094.14,124028,124087.99,5.10836,633843.3499026,2878,124079.6165310589
1759719960000,binance,BTCUSDT,1m,124087.99,124088,124076.79,124085.7,1.40567,174417.0541832,678,124081.08174977057
1759720020000,binance,BTCUSDT,1m,124085.7,124085.7,124050.17,124056.74,2.29451,284668.5478555,1878,124065.07178242851
1759720080000,binance,BTCUSDT,1m,124056.74,124056.74,123990.6,124012.41,6.0939,755704.5045381,2106,124009.99434485305
1759720140000,binance,BTCUSDT,1m,124012.4,124012.41,123976.78,123990.61,3.73522,463140.1439999,1459,123992.7350999138
1759720200000,binance,BTCUSDT,1m,123990.6,123990.61,123949.15,123958.97,2.94111,364602.7448383,1219,123967.73491583108
1759720260000,binance,BTCUSDT,1m,123958.96,123986.19,123952.84,123965.54,5.95988,738792.4511745,1479,123960.96082043598
1759720320000,binance,BTCUSDT,1m,123965.53,124031.01,123944.24,124030.99,10.12204,1255031.9026094,2492,123990.01610440188
1759720380000,binance,BTCUSDT,1m,124030.99,124031,123982.03,123982.04,5.15054,638727.0788328,1649,124011.67233587158
1759720440000,binance,BTCUSDT,1m,123982.03,124030.27,123976.26,124006.42,6.92603,858847.3936381,2025,124002.84053607911
1759720500000,binance,BTCUSDT,1m,124006.42,124035.55,123990.6,124033.25,5.67586,703881.3863355,1829,124013.16916476094
1759720560000,binance,BTCUSDT,1m,124033.25,124056.73,123969.01,123969.02,4.52362,561015.3847059,3227,124019.12289403177
1759720620000,binance,BTCUSDT,1m,123969.02,123969.02,123912.35,123913.92,5.47045,677985.2116773,2144,123935.91234309794
1759720680000,binance,BTCUSDT,1m,123913.92,123923.04,123896.98,123912.28,2.88196,357094.0873455,1717,123906.67717300032
1759720740000,binance,BTCUSDT,1m,123912.27,123949.99,123896.98,123949.99,5.16472,640002.4842879,2333,123918.1377282602
1759720800000,binance,BTCUSDT,1m,123949.99,123974.66,123949.98,123953.03,2.24217,277958.2023619,1048,123968.38882060682
