ts,exchange,symbol,tf,o,h,l,c,v,qv,n,vwap
1759321380000,binance,BTCUSDT,1m,116750.14,116770.2,116716.5,116728.21,7.44185,868704.6178822,2579,116732.34718278387
1759321440000,binance,BTCUSDT,1m,116728.21,116728.22,116679.42,116707.5,5.08318,593170.9710559,1866,116692.89127197936
1759321500000,binance,BTCUSDT,1m,116707.5,116767,116707.49,116767,5.129,598757.3356994,1581,116739.58582558006
1759321560000,binance,BTCUSDT,1m,116767,116779,116724,116724,3.46157,404162.3587083,2276,116756.9509524002
1759321620000,binance,BTCUSDT,1m,116724,116724.01,116679.17,116707.5,7.63049,890518.3969563,2920,116705.27016696175
1759321680000,binance,BTCUSDT,1m,116707.49,116707.5,116672.98,116672.99,7.76752,906370.2969451,1347,116687.21766343697
1759321740000,binance,BTCUSDT,1m,116672.98,116689.56,116633.02,116633.02,10.4581,1220184.3790694,1783,116673.61940212849
1759321800000,binance,BTCUSDT,1m,116633.03,116652.01,116586.89,116610.01,7.43538,867104.0063037,2784,116618.65382854675
1759321860000,binance,BTCUSDT,1m,116610.01,116610.01,116568.14,116568.14,12.90254,1504262.5197255,2220,116586.54185342575
1759321920000,binance,BTCUSDT,1m,116568.14,116568.15,116541.4,116568.15,4.68302,545845.0796314,1344,116558.34902080281
1759321980000,binance,BTCUSDT,1m,116568.14,116590.43,116531.97,116547.13,33.98989,3962156.9042395,2832,116568.6886376949
1759322040000,binance,BTCUSDT,1m,116547.12,116559.35,116547.12,116559.35,3.5879,418187.0871353,469,116554.83350575545
1759322100000,binance,BTCUSDT,1m,116559.34,116559.35,116546.13,116546.14,3.96331,461949.8112203,488,116556.5679243612
1759322160000,binance,BTCUSDT,1m,116546.14,116546.14,116533.94,116533.95,3.05341,355829.4609708,571,116535.10696919182
1759322220000,binance,BTCUSDT,1m,116533.95,116533.96,116491.51,116491.51,19.56086,2279154.3754555,1969,116516.06194489915
1759322280000,binance,BTCUSDT,1m,116491.51,116529.24,116464.46,116464.47,10.58949,1233608.4676635,3056,116493.66189150752
1759322340000,binance,BTCUSDT,1m,116464.47,116565.01,116463,116565,21.78272,2537867.7959248,3461,116508.30547905862
1759322400000,binance,BTCUSDT,1m,116565,116636,116565,116599.91,28.96769,3378032.5965094,4535,116613.80650336288
1759322460000,binance,BTCUSDT,1m,116599.9,116623.74,116558.89,116558.89,7.93904,925621.9146107,2528,116591.16399598692
1759322520000,binance,BTCUSDT,1m,116558.9,116558.9,116493.51,116493.52,11.32925,1320061.251051,2166,116517.9734802392
1759322580000,binance,BTCUSDT,1m,116493.51,116493.52,116450.78,116463.51,12.23199,1424684.7877134,2559,116472.0366607069
1759322640000,binance,BTCUSDT,1m,116463.51,116478.66,116453.18,116453.18,5.76267,671168.0118784,949,116468.236404028
1759322700000,binance,BTCUSDT,1m,116453.18,116476.69,116440.75,116468,7.43808,866216.3730262,3604,116456.98527391478
1759322760000,binance,BTCUSDT,1m,116468,116468,116467.99,116467.99,2.28867,266556.8019189,215,116467.99316585614
1759322820000,binance,BTCUSDT,1m,116467.99,116499.99,116467.99,116480,8.62602,1004788.7006219,2374,116483.46521592808
1759322880000,binance,BTCUSDT,1m,116480.01,116499.37,116480,116499.37,1.90694,222132.6018287,811,116486.413745949
1759322940000,binance,BTCUSDT,1m,116499.36,116548.34,116470,116470.15,17.27269,2012368.3019609,2862,116505.78467864009
1759323000000,binance,BTCUSDT,1m,116470.16,116511.61,116470.15,116473.85,7.17166,835372.2417481,2588,116482.41017394858
1759323060000,binance,BTCUSDT,1m,116473.84,116473.85,116427.74,116427.74,18.58797,2164662.3290269,1810,116455.01520751865
1759323120000,binance,BTCUSDT,1m,116427.75,116427.75,116379.82,116417.62,26.77327,3116577.558412,3206,116406.30966676839
1759323180000,binance,BTCUSDT,1m,116417.62,116417.63,116379.57,116383.54,12.37418,1440308.8092516,1471,116396.30337134257
1759323240000,binance,BTCUSDT,1m,116383.55,116383.55,116363.38,116363.39,5.08466,591752.4119082,867,116379.93728355484
1759323300000,binance,BTCUSDT,1m,116363.38,116405.93,116363.38,116405.93,7.25719,844590.2765441,1592,116379.79390702187
1759323360000,binance,BTCUSDT,1m,116405.92,116420.14,116405.92,116420.13,5.99246,697572.1753864,804,116408.31568110592
1759323420000,binance,BTCUSDT,1m,116420.13,116420.14,116402.69,116412.3,5.2813,614794.3893756,941,116409.66984939315
1759323480000,binance,BTCUSDT,1m,116412.3,116412.31,116370.36,116370.37,15.58151,1813525.2488562,1889,116389.57000035298
1759323540000,binance,BTCUSDT,1m,116370.37,116402.66,116370.36,116402.65,6.90141,803198.607056,1187,116381.81285505426
1759323600000,binance,BTCUSDT,1m,116402.65,116495.71,116402.65,116471.85,16.67885,1942497.5313799,3967,116464.71617526987
1759323660000,binance,BTCUSDT,1m,116471.85,116499.01,116453,116473.86,11.6618,1358227.9913172,2947,116468.12595973178
1759323720000,binance,BTCUSDT,1m,116473.85,116475.26,116457,116457.01,16.39524,1909459.4626828,1770,116464.25808239463
1759323780000,binance,BTCUSDT,1m,116457,116515,116457,116514.99,18.46176,2150626.1906275,1419,116490.85410207367
1759323840000,binance,BTCUSDT,1m,116514.99,116555.99,116514.99,116555.98,10.83737,1262973.1904993,1173,116538.71654278667
1759323900000,binance,BTCUSDT,1m,116555.98,116555.99,116527.97,116527.97,3.92471,457407.1213233,1024,116545.45719895228
1759323960000,binance,BTCUSDT,1m,116527.97,116527.98,116491.27,116491.27,9.59441,1117991.0885042,1983,116525.25673847586
1759324020000,binance,BTCUSDT,1m,116491.26,116514.99,116480,116480.01,6.07328,707506.7306874,1803,116494.99622731045
1759324080000,binance,BTCUSDT,1m,116480,116498.07,116480,116484.46,2.01928,235216.4462609,900,116485.30479225267
1759324140000,binance,BTCUSDT,1m,116484.45,116520,116484.45,116502.01,4.14841,483276.6113642,1409,116496.82923438137
1759324200000,binance,BTCUSDT,1m,116502.01,116518.25,116502.01,116503.6,4.82718,562391.8535296,1177,116505.25845930749
1759324260000,binance,BTCUSDT,1m,116503.59,116503.6,116492.01,116492.01,13.45612,1567678.1396405,799,116502.98448887942
1759324320000,binance,BTCUSDT,1m,116492.01,116558.63,116492.01,116558.62,8.47098,987124.8180555,2163,116530.17927742716
1759324380000,binance,BTCUSDT,1m,116558.63,116558.63,116534.47,116534.48,12.08411,1408417.313119,940,116551.18276141147
1759324440000,binance,BTCUSDT,1m,116534.48,116534.48,116534.47,116534.48,3.18228,370845.324365,392,116534.47351113039
1759324500000,binance,BTCUSDT,1m,116534.47,116534.48,116531.21,116531.21,6.8083,793397.8670111,522,116533.91698531205
1759324560000,binance,BTCUSDT,1m,116531.21,116542.36,116531.21,116542.35,7.19574,838600.3620879,805,116541.226070967
1759324620000,binance,BTCUSDT,1m,116542.35,116583.49,116541.64,116583.49,14.74189,1718171.7042632,1756,116550.30014897684
1759324680000,binance,BTCUSDT,1m,116583.48,116617.63,116583.48,116617.63,9.4124,1097478.9102565,1338,116599.26376444902
1759324740000,binance,BTCUSDT,1m,116617.62,116617.63,116591.63,116596.6,9.38127,1093885.9471654,1975,116603.18348852554
1759324800000,binance,BTCUSDT,1m,116596.6,116617.63,116596.6,116617.62,5.53778,645758.2063366,1060,116609.5811564562
1759324860000,binance,BTCUSDT,1m,116617.62,116650,116617.62,116650,8.86744,1034261.431057,1611,116635.85330794456
1759324920000,binance,BTCUSDT,1m,116649.99,116650,116570.79,116570.79,8.77715,1023481.6824472,3134,116607.51866462347
1759324980000,binance,BTCUSDT,1m,116570.79,116584.13,116565.23,116565.23,7.75311,903812.7079208,957,116574.21446629803
1759325040000,binance,BTCUSDT,1m,116565.23,116588,116565.23,116578.9,9.6224,1121839.6771739,876,116586.26508707805
1759325100000,binance,BTCUSDT,1m,116578.9,116578.9,116569.98,116569.99,3.86417,450452.8615059,542,116571.69883982847
1759325160000,binance,BTCUSDT,1m,116569.99,116635.81,116569.99,116587.9,18.92418,2206573.9218618,5539,116600.76800483825
1759325220000,binance,BTCUSDT,1m,116587.9,116587.9,116583.91,116583.92,1.65847,193352.6459765,310,116584.95238171326
1759325280000,binance,BTCUSDT,1m,116583.91,116634.5,116583.91,116632.03,6.15077,717232.3932165,2328,116608.55359841125
1759325340000,binance,BTCUSDT,1m,116632.03,116636.88,116618.8,116636.87,2.94307,343244.5065154,1125,116628.04707852684
1759325400000,binance,BTCUSDT,1m,116636.88,116650,116533.04,116537.19,17.03134,1985645.6061253,4504,116587.74976750508
1759325460000,binance,BTCUSDT,1m,116537.18,116638.36,116533.04,116567.9,16.80596,1959181.5108836,9911,116576.5901432349
1759325520000,binance,BTCUSDT,1m,116567.9,116640,116533.04,116640,9.0492,1054996.6820354,6044,116584.52482378553
1759325580000,binance,BTCUSDT,1m,116639.99,116647.74,116533.04,116565.44,9.93172,1157620.7346399,4476,116557.9310169739
1759325640000,binance,BTCUSDT,1m,116565.44,116573.5,116488.25,116497.14,14.8051,1725445.5694993,5377,116543.99966898569
1759325700000,binance,BTCUSDT,1m,116497.14,116666,116489.87,116665.99,12.98298,1513544.5481871,7384,116579.13269427359
1759325760000,binance,BTCUSDT,1m,116666,116700,116626.63,116679.98,10.31114,1203010.8378933,6389,116670.98282957074
1759325820000,binance,BTCUSDT,1m,116679.98,116734.95,116599.88,116599.88,16.76168,1955939.1486196,5319,116691.11620193205
1759325880000,binance,BTCUSDT,1m,116599.88,116663.99,116588.58,116588.59,22.62671,2639107.0433994,6015,116636.79975566047
1759325940000,binance,BTCUSDT,1m,116588.59,116623.92,116549.64,116549.65,106.98815,12472031.4784669,3855,116573.95214766214
1759326000000,binance,BTCUSDT,1m,116549.65,116553.85,116472.52,116488.76,149.91708,17468309.6181836,5480,116519.80960530716
1759326060000,binance,BTCUSDT,1m,116488.76,116488.77,116399.5,116470.01,138.59079,16135626.2432362,4962,116426.39632284513
1759326120000,binance,BTCUSDT,1m,116470.02,116483.5,116410,116434.05,79.15786,9216483.1161108,3952,116431.68620413437
1759326180000,binance,BTCUSDT,1m,116434.05,116538,116434.05,116507.59,24.11714,2809571.9586604,9791,116496.89634261775
1759326240000,binance,BTCUSDT,1m,116507.53,116521.95,116483.46,116513.96,5.9173,689426.8837772,2826,116510.38206229193
1759326300000,binance,BTCUSDT,1m,116513.96,116539.84,116461.82,116485.52,7.07958,824856.6210351,3630,116512.084196393
1759326360000,binance,BTCUSDT,1m,116485.52,116666,116485.51,116659.13,17.02607,1985284.8176104,5924,116602.64627188776
1759326420000,binance,BTCUSDT,1m,116659.12,116659.13,116535.81,116604,18.19327,2121106.7918439,8516,116587.44095173106
1759326480000,binance,BTCUSDT,1m,116604.01,116638.12,116470.15,116470.15,49.26757,5741544.0649711,8172,116537.99984393588
1759326540000,binance,BTCUSDT,1m,116470.15,116470.16,116418.68,116460.94,33.88688,3945761.739416,6401,116439.21598612797
1759326600000,binance,BTCUSDT,1m,116460.94,116494.24,116440.23,116479.91,12.61489,1469215.1460689,7355,116466.74256128272
1759326660000,binance,BTCUSDT,1m,116479.92,116533.07,116476.11,116492.73,21.3099,2482687.1516477,5877,116503.93252186543
1759326720000,binance,BTCUSDT,1m,116492.73,116588.61,116492.72,116538.05,13.47025,1569821.0275605,5866,116539.85839613221
1759326780000,binance,BTCUSDT,1m,116538.06,116606.35,116532.09,116606.35,8.50155,990986.7885449,5273,116565.42495720192
1759326840000,binance,BTCUSDT,1m,116606.35,116675.23,116606.35,116675.22,12.61628,1471440.0967794,3403,116630.26635263326
1759326900000,binance,BTCUSDT,1m,116675.22,116750,116675.22,116726.54,22.21578,2593070.2791314,4151,116722.00026879093
1759326960000,binance,BTCUSDT,1m,116726.55,116764,116716.46,116763.99,10.74332,1254099.1752312,3078,116732.92569068033
1759327020000,binance,BTCUSDT,1m,116763.99,116818.7,116756.01,116771.19,36.21729,4229568.2463375,5332,116783.12337387752
1759327080000,binance,BTCUSDT,1m,116771.18,116771.19,116712.4,116766.27,22.0232,2571121.5673396,4515,116746.04813740056
1759327140000,binance,BTCUSDT,1m,116766.28,116843.73,116766.28,116806.96,49.98365,5838032.3808511,3651,116798.84083797602
1759327200000,binance,BTCUSDT,1m,116806.96,116945.06,116750,116828.34,62.82914,7341010.5050133,10694,116840.85609023615
1759327260000,binance,BTCUSDT,1m,116828.33,116868.81,116704.74,116866.87,17.98961,2101072.6535873,9864,116793.67443692776
1759327320000,binance,BTCUSDT,1m,116866.88,117159.93,116866.87,117031,194.94548,22816391.0133627,20163,117039.85654534129
1759327380000,binance,BTCUSDT,1m,117031.01,117119.59,117015,117046.01,90.36827,10579653.7294486,13002,117072.65978920035
1759327440000,binance,BTCUSDT,1m,117046.01,117219.09,117011.44,117206.68,47.81433,5601574.6501558,8363,117152.63290640694
1759327500000,binance,BTCUSDT,1m,117206.68,117255.25,117040.02,117089.23,79.56654,9321338.9663279,15517,117151.4931568961
1759327560000,binance,BTCUSDT,1m,117089.22,117129.85,117053.38,117106.38,24.47573,2866031.8799403,6380,117096.89067252744
1759327620000,binance,BTCUSDT,1m,117106.38,117154.27,116985.29,117037.86,26.63384,3118359.4762138,6784,117082.60904975775
1759327680000,binance,BTCUSDT,1m,117038.01,117038.12,116886,116931.97,22.79319,2666326.060933,6678,116979.0652792786
1759327740000,binance,BTCUSDT,1m,116931.97,117083,116931.97,117066.4,13.0338,1525074.072739,7105,117009.16637810922
1759327800000,binance,BTCUSDT,1m,117066.4,117186.53,117066.4,117179.04,30.00013,3514496.4015276,7000,117149.37240363959
1759327860000,binance,BTCUSDT,1m,117179.03,117209.98,117117.42,117118.41,33.72313,3950608.3838007,4419,117148.33065023027
1759327920000,binance,BTCUSDT,1m,117118.41,117129.68,117082.27,117129.68,6.89689,807657.4149243,4224,117104.58118431641
1759327980000,binance,BTCUSDT,1m,117129.68,117129.68,117031.15,117059.14,9.37637,1097807.9844103,4195,117082.40869444144
1759328040000,binance,BTCUSDT,1m,117059.15,117191.95,117049.49,117184.14,29.48153,3451823.6366945,4537,117084.27739993481
1759328100000,binance,BTCUSDT,1m,117184.13,117255.25,117171,117212.81,30.98052,3631445.5073514,5838,117217.06115169791
1759328160000,binance,BTCUSDT,1m,117212.81,117216.67,117150,117216.67,18.30115,2144834.354508,8965,117196.69826803234
1759328220000,binance,BTCUSDT,1m,117216.66,117216.67,117161.01,117215.98,16.65605,1952041.9211016,4153,117197.16986329891
1759328280000,binance,BTCUSDT,1m,117215.98,117371.06,117215.98,117285.46,70.2814,8244570.8544666,9496,117308.0054533148
1759328340000,binance,BTCUSDT,1m,117285.46,117441.26,117285.45,117388.99,58.42755,6858616.9372353,9995,117386.6940721509
1759328400000,binance,BTCUSDT,1m,117388.99,117389,117229.33,117229.33,87.09739,10216194.4132539,6285,117296.21763928745
1759328460000,binance,BTCUSDT,1m,117229.34,117229.34,117111.75,117123.47,34.65347,4060246.6012964,7782,117167.1004749712
1759328520000,binance,BTCUSDT,1m,117123.48,117146.4,117050.19,117115.92,20.45026,2394592.3301461,7498,117093.49075004914
1759328580000,binance,BTCUSDT,1m,117115.93,117153.38,117110.25,117147.59,8.24672,966005.0758171,4280,117138.09560856923
1759328640000,binance,BTCUSDT,1m,117147.59,117161.65,117067.07,117147.6,12.81121,1500333.9906175,7171,117111.02937329884
1759328700000,binance,BTCUSDT,1m,117147.59,117196.09,117147.59,117187.63,8.7278,1022696.342938,2203,117176.87652535575
1759328760000,binance,BTCUSDT,1m,117187.63,117235.44,117187.62,117193.64,11.53633,1352144.3008358,4155,117207.49153637249
1759328820000,binance,BTCUSDT,1m,117193.63,117225.61,117183.79,117203.06,8.88979,1041918.0633945,3519,117203.90058645929
1759328880000,binance,BTCUSDT,1m,117203.06,117212.51,117187.36,117187.36,3.8499,451238.3059586,1206,117207.79915286112
1759328940000,binance,BTCUSDT,1m,117187.37,117224.2,117089.73,117136.81,16.71519,1958548.0864455,6375,117171.75134985005
1759329000000,binance,BTCUSDT,1m,117136.81,117177.17,117124.68,117174.73,6.1094,715767.1202181,3899,117158.33309622877
1759329060000,binance,BTCUSDT,1m,117174.73,117224.2,117131.78,117131.79,10.16222,1190819.2443782,4479,117181.01402825367
1759329120000,binance,BTCUSDT,1m,117131.79,117163.04,117057,117163.04,17.91294,2097464.8579967,7272,117092.16119725181
1759329180000,binance,BTCUSDT,1m,117163.05,117194.17,117151.46,117169.97,21.14439,2477616.7383377,4762,117176.08019610401
1759329240000,binance,BTCUSDT,1m,117169.98,117225.99,117169.98,117225.98,7.0062,821170.1452824,2236,117206.20954046416
1759329300000,binance,BTCUSDT,1m,117225.98,117230.25,117196.93,117230.25,12.51363,1466769.7031368,3219,117213.76636010496
1759329360000,binance,BTCUSDT,1m,117230.24,117300,117230.24,117299.99,16.29402,1910593.5577501,5334,117257.34703591256
1759329420000,binance,BTCUSDT,1m,117299.99,117322.82,117270,117290.99,19.26643,2260007.8654943,3559,117302.88722375137
1759329480000,binance,BTCUSDT,1m,117290.99,117345.99,117274.14,117334.49,13.22324,1551328.0539408,3130,117318.30125905602
1759329540000,binance,BTCUSDT,1m,117334.49,117396.83,117320.11,117393.09,19.15094,2247432.6061593,3087,117353.64458137826
1759329600000,binance,BTCUSDT,1m,117393.08,117419.69,117291,117364.44,27.25579,3198785.4324097,6317,117361.68470661463
1759329660000,binance,BTCUSDT,1m,117364.44,117378,117285.21,117328.34,12.76006,1497062.5678376,3699,117324.10097112396
1759329720000,binance,BTCUSDT,1m,117328.34,117356.35,117289.06,117356.34,7.51076,881110.306972,3201,117313.06911311239
1759329780000,binance,BTCUSDT,1m,117356.35,117357,117319.83,117319.83,6.12278,718510.7653648,1635,117350.41359722218
1759329840000,binance,BTCUSDT,1m,117319.84,117338.07,117313,117314,9.89192,1160596.1944543,1713,117327.69719673228
1759329900000,binance,BTCUSDT,1m,117314,117324.3,117250,117250,39.99562,4689720.4491403,3288,117255.85074416398
1759329960000,binance,BTCUSDT,1m,117250,117277.52,117228.69,117250.01,32.05239,3758161.4989799,2408,117250.58564992812
1759330020000,binance,BTCUSDT,1m,117250.01,117272.4,117160.41,117216.99,30.25631,3546017.6551858,6273,117199.27695035515
1759330080000,binance,BTCUSDT,1m,117217,117217,117119.31,117142.46,18.4606,2162651.9104372,4829,117149.60025336123
1759330140000,binance,BTCUSDT,1m,117142.46,117142.46,117058.31,117063.15,21.12013,2472932.9284801,2347,117088.9065777578
1759330200000,binance,BTCUSDT,1m,117063.14,117162.37,117059.81,117152,35.36066,4140639.8141179,3869,117097.35661375946
1759330260000,binance,BTCUSDT,1m,117151.99,117254.14,117140.26,117227.04,19.97486,2341279.6893609,3238,117211.31909614886
1759330320000,binance,BTCUSDT,1m,117227.04,117227.04,117152,117152,13.04649,1528977.5994888,2345,117194.5557378881
1759330380000,binance,BTCUSDT,1m,117152.01,117200.75,117152.01,117170.95,19.83057,2323808.7781584,3202,117183.15601409339
1759330440000,binance,BTCUSDT,1m,117170.94,117272.08,117154.36,117272.08,15.04508,1763411.6412892,3595,117208.52539761834
1759330500000,binance,BTCUSDT,1m,117272.08,117300,117240.57,117299.99,6.51992,764563.1580685,2425,117265.72689059068
1759330560000,binance,BTCUSDT,1m,117299.99,117314.24,117299.99,117299.99,12.46981,1462860.7585196,1262,117312.19309031972
1759330620000,binance,BTCUSDT,1m,117300,117319.05,117266.65,117273,14.80538,1736745.8125668,2412,117305.04806812119
1759330680000,binance,BTCUSDT,1m,117273.01,117293.92,117262.61,117286.7,3.63916,426794.4439341,1900,117278.28508065047
1759330740000,binance,BTCUSDT,1m,117286.7,117319.05,117285,117292.74,45.07752,5287931.7626855,2109,117307.51298397739
1759330800000,binance,BTCUSDT,1m,117292.73,117312.65,117292.73,117295.02,27.034,3171140.1806329,1556,117301.92278733818
1759330860000,binance,BTCUSDT,1m,117295.03,117319.05,117275.16,117319,83.49944,9794397.1262423,5477,117298.95585218655
1759330920000,binance,BTCUSDT,1m,117319,117340.56,117314.54,117329.05,12.22419,1434151.7608254,2134,117320.8008731376
1759330980000,binance,BTCUSDT,1m,117329.04,117329.05,117279.48,117279.48,16.00671,1877844.0567886,2756,117316.0541290871
1759331040000,binance,BTCUSDT,1m,117279.48,117322.17,117279.48,117279.5,8.35894,980482.1761371,4365,117297.42959479311
1759331100000,binance,BTCUSDT,1m,117279.49,117279.5,117222.21,117248.06,14.88986,1745887.1237503,3328,117253.4277521951
1759331160000,binance,BTCUSDT,1m,117248.07,117268.52,117214.17,117214.18,6.46294,757715.8996641,3014,117240.12595878966
1759331220000,binance,BTCUSDT,1m,117214.17,117234.8,117153.7,117181.17,35.62919,4176156.4755871,5885,117211.65919256373
1759331280000,binance,BTCUSDT,1m,117181.18,117200,117109.3,117109.3,11.41005,1336797.707679,3562,117159.67131423613
1759331340000,binance,BTCUSDT,1m,117109.3,117109.31,117091.84,117100,6.10658,715069.131606,1425,117098.13538936689
1759331400000,binance,BTCUSDT,1m,117099.99,117169.71,117099.99,117169.71,6.27908,735646.7249419,2523,117158.36156600965
1759331460000,binance,BTCUSDT,1m,117169.7,117205.23,117157.99,117191.55,11.9741,1403107.4865227,2728,117178.53421323522
1759331520000,binance,BTCUSDT,1m,117191.55,117191.56,117116.8,117123.74,19.36221,2268274.8250783,3396,117149.58287707344
1759331580000,binance,BTCUSDT,1m,117123.75,117208.98,117123.74,117199.45,19.65595,2302803.1012758,4251,117155.52294729075
1759331640000,binance,BTCUSDT,1m,117199.44,117241.9,117186.46,117241.85,9.62984,1128815.0074707,3235,117220.53611178379
1759331700000,binance,BTCUSDT,1m,117241.85,117265.02,117228.76,117228.76,11.45238,1342831.595811,2273,117253.49628732195
1759331760000,binance,BTCUSDT,1m,117228.76,117228.77,117188.61,117188.61,4.69398,550210.8039326,1528,117216.2650741162
1759331820000,binance,BTCUSDT,1m,117188.61,117213.99,117188.61,117213.99,4.05127,474805.9958719,1116,117199.29697894736
1759331880000,binance,BTCUSDT,1m,117213.98,117300,117213.98,117270.55,17.0419,1998525.9001905,4564,117271.30778789338
1759331940000,binance,BTCUSDT,1m,117270.55,117317.99,117270.55,117317.98,10.8771,1275895.5623701,1771,117301.07863034264
1759332000000,binance,BTCUSDT,1m,117317.98,117317.99,117278.73,117299.97,8.39211,984354.7126183,2437,117295.25859626482
1759332060000,binance,BTCUSDT,1m,117299.97,117340,117299.97,117331.62,15.84795,1859317.4723155,1929,117322.27021889266
1759332120000,binance,BTCUSDT,1m,117331.63,117337.57,117319.04,117337.56,5.53648,649571.3347244,1549,117325.68973867872
1759332180000,binance,BTCUSDT,1m,117337.57,117400,117337.56,117392.46,11.2943,1325548.6159641,2558,117364.38875929451
1759332240000,binance,BTCUSDT,1m,117392.47,117392.47,117365.71,117365.71,5.52806,648870.7403374,1026,117377.65876951408
1759332300000,binance,BTCUSDT,1m,117365.72,117416.64,117365.71,117401,16.28781,1912148.7273425,3427,117397.53394363637
1759332360000,binance,BTCUSDT,1m,117400.99,117410.07,117351.61,117394.51,17.30023,2030858.3647277,3735,117389.09625639081
1759332420000,binance,BTCUSDT,1m,117394.51,117423.91,117394.51,117423.9,5.12708,602000.5406371,1103,117415.86646533699
1759332480000,binance,BTCUSDT,1m,117423.9,117575.13,117423.9,117570.73,116.23489,13657698.701711,7793,117500.85281373779
1759332540000,binance,BTCUSDT,1m,117570.73,117649.99,117480.4,117499.63,96.34514,11328934.6283409,10772,117586.98599992589
1759332600000,binance,BTCUSDT,1m,117499.62,117534.87,117395.91,117395.92,26.78275,3146212.8785718,6341,117471.61432533253
1759332660000,binance,BTCUSDT,1m,117395.92,117461.8,117329.71,117329.71,23.84354,2799101.678133,6481,117394.55123412883
1759332720000,binance,BTCUSDT,1m,117329.71,117379.63,117300,117362.8,16.78819,1969887.2614592,4868,117337.6797295718
1759332780000,binance,BTCUSDT,1m,117362.79,117382.42,117351.12,117365.73,6.83691,802436.0255705,2174,117368.2300294285
1759332840000,binance,BTCUSDT,1m,117365.73,117471.98,117365.72,117452.05,26.46242,3107289.3956006,4715,117422.7223209593
1759332900000,binance,BTCUSDT,1m,117452.06,117472.57,117448,117470.5,13.08942,1537540.3912733,2945,117464.36368252373
1759332960000,binance,BTCUSDT,1m,117470.49,117472.57,117461.74,117461.74,7.78183,914122.8144947,1073,117468.87486551364
1759333020000,binance,BTCUSDT,1m,117461.75,117472.56,117432.96,117469.44,16.48229,1936019.4967239,2960,117460.58931883253
1759333080000,binance,BTCUSDT,1m,117469.44,117482.22,117469.43,117482.22,5.16421,606673.2001393,728,117476.47755209412
1759333140000,binance,BTCUSDT,1m,117482.21,117490.01,117463.01,117472.55,21.44713,2519719.7996282,1331,117485.17398962937
1759333200000,binance,BTCUSDT,1m,117472.54,117499.93,117439.32,117449.65,6.54376,768718.1339879,3229,117473.4608218975
1759333260000,binance,BTCUSDT,1m,117449.65,117468.97,117449.65,117464.85,3.36821,395657.0817505,789,117468.05625257928
1759333320000,binance,BTCUSDT,1m,117464.84,117464.85,117444.94,117450.07,9.02556,1060091.0583904,1211,117454.3250934457
1759333380000,binance,BTCUSDT,1m,117450.08,117497.05,117450.07,117497.04,10.01774,1176808.2116198,1502,117472.42507988827
1759333440000,binance,BTCUSDT,1m,117497.05,117499.83,117489.7,117492.18,5.75711,676426.1209209,1254,117494.04144108764
1759333500000,binance,BTCUSDT,1m,117492.17,117545.88,117492.17,117506.49,25.86249,3039468.2767407,3325,117524.19340677174
1759333560000,binance,BTCUSDT,1m,117506.49,117506.5,117400,117400,13.06509,1534712.6262562,3238,117466.67081942796
1759333620000,binance,BTCUSDT,1m,117400,117430.53,117359.77,117384.59,22.92713,2691372.8423612,4147,117388.1267459643
1759333680000,binance,BTCUSDT,1m,117384.59,117426.55,117384.58,117384.89,10.18502,1195626.5655546,2581,117390.69393625148
1759333740000,binance,BTCUSDT,1m,117384.9,117384.9,117319.04,117319.04,12.37851,1452756.3486912,1936,117361.16452555274
1759333800000,binance,BTCUSDT,1m,117319.04,117349.99,117308.31,117349.99,6.84537,803188.1838219,1598,117333.05633178339
1759333860000,binance,BTCUSDT,1m,117349.99,117349.99,117340.11,117340.12,2.40789,282558.6756081,571,117347.00323025553
1759333920000,binance,BTCUSDT,1m,117340.12,117349.82,117340.11,117349.78,2.81008,329743.2231355,515,117343.00202681062
1759333980000,binance,BTCUSDT,1m,117349.78,117349.78,117320.9,117328.61,3.54661,416128.5169139,1395,117331.34370959875
1759334040000,binance,BTCUSDT,1m,117328.61,117357.95,117328.61,117328.61,9.10487,1068372.6255372,1679,117340.78856010025
1759334100000,binance,BTCUSDT,1m,117328.61,117340.11,117320,117340.11,6.66579,782124.1494156,980,117334.05184015697
1759334160000,binance,BTCUSDT,1m,117340.11,117360,117327.76,117327.76,23.21857,2724614.3706166,1411,117346.34693767101
1759334220000,binance,BTCUSDT,1m,117327.77,117369.98,117327.76,117350.01,8.10854,951528.9243696,1430,117348.98321641135
1759334280000,binance,BTCUSDT,1m,117350.01,117379.99,117350.01,117354.56,13.34686,1566468.1898447,1625,117366.04638429564
1759334340000,binance,BTCUSDT,1m,117354.56,117423.91,117354.55,117423.73,13.61906,1598829.7658351,2836,117396.4844736054
1759334400000,binance,BTCUSDT,1m,117423.73,117498.72,117423.73,117441.89,40.78587,4791223.0447555,3474,117472.6209041391
1759334460000,binance,BTCUSDT,1m,117441.89,117450.23,117346.82,117372.56,12.13928,1425162.7840217,3870,117400.93185277052
1759334520000,binance,BTCUSDT,1m,117372.55,117400,117328.39,117335.77,6.89507,809213.9893389,3623,117361.2435173102
1759334580000,binance,BTCUSDT,1m,117335.78,117384,117328.11,117349.83,8.72439,1023881.773563,3576,117358.55155065283
1759334640000,binance,BTCUSDT,1m,117349.83,117428.54,117319.04,117428.54,11.38744,1336402.1535596,3527,117357.5582887462
