short,long,vol_target,atr_win,k,sl,tp,cooldown,sharpe,cagr_pct,max_dd_pct,trades,exposure_pct,avg_pos_size
10,50,0.12,21,1,1ATR,2ATR,0,-10.91,-100,79.68,1044,44.95,0.288
15,50,0.2,21,1,1ATR,2ATR,0,-10.91,-100,74.63,888,45.8,0.395
10,40,0.15,14,0.5,2ATR,3ATR,0,-10.92,-100,66.76,722,46.63,0.197
10,50,0.12,14,0.5,1ATR,0,5,-10.92,-100,39.18,322,47.62,0.158
10,50,0.12,14,0.5,2ATR,0,5,-10.92,-100,39.18,322,47.62,0.158
5,80,0.18,21,0.5,1ATR,3ATR,0,-10.93,-100,77.69,986,45.33,0.223
5,80,0.18,14,0.5,2ATR,3ATR,0,-10.94,-100,71.98,834,45.92,0.226
10,50,0.12,21,0.5,1ATR,0,5,-10.94,-100,39.19,322,47.62,0.159
10,50,0.12,21,0.5,2ATR,0,5,-10.94,-100,39.19,322,47.62,0.159
10,50,0.2,21,0.5,1ATR,2ATR,0,-10.94,-100,79.6,1044,44.95,0.25
5,80,0.18,21,0.5,1ATR,0,5,-10.95,-100,43.81,370,46.92,0.227
15,80,0.2,14,0.5,2ATR,2ATR,5,-10.95,-100,59.97,596,39.5,0.22
15,40,0.15,14,1,1ATR,0,0,-10.96,-100,39.35,312,48.33,0.344
15,40,0.15,14,1,2ATR,0,0,-10.96,-100,39.35,312,48.33,0.344
15,50,0.12,21,1,2ATR,3ATR,0,-10.96,-100,61.63,620,46.97,0.298
10,40,0.12,21,1,2ATR,3ATR,0,-10.97,-100,67.08,722,46.63,0.291
15,50,0.18,21,1,1ATR,0,0,-10.97,-100,37.05,284,48.41,0.383
15,50,0.18,21,1,2ATR,0,0,-10.97,-100,37.05,284,48.41,0.383
5,80,0.15,21,0.5,1ATR,0,0,-10.98,-100,45.29,390,47.94,0.198
5,80,0.15,21,0.5,2ATR,0,0,-10.98,-100,45.29,390,47.94,0.198
10,80,0.15,21,1,1ATR,3ATR,5,-10.99,-100,61.93,624,39.46,0.286
10,80,0.2,21,1,2ATR,3ATR,0,-10.99,-100,62.63,630,46.4,0.392
15,50,0.18,14,0.5,1ATR,2ATR,0,-11,-100,75.1,912,45.71,0.237
10,50,0.15,21,0.5,1ATR,0,0,-11.02,-100,40.86,338,48.1,0.198
10,50,0.15,21,0.5,1ATR,2ATR,0,-11.02,-100,79.49,1044,44.95,0.194
10,50,0.15,21,0.5,2ATR,0,0,-11.02,-100,40.86,338,48.1,0.198
15,50,0.2,21,1,1ATR,0,0,-11.02,-100,37.23,284,48.41,0.403
15,50,0.2,21,1,2ATR,0,0,-11.02,-100,37.23,284,48.41,0.403
15,40,0.18,14,1,1ATR,3ATR,0,-11.03,-100,66.32,700,46.63,0.38
15,80,0.15,14,0.5,1ATR,3ATR,5,-11.03,-100,57.03,552,40.32,0.171
10,40,0.2,21,0.5,2ATR,3ATR,0,-11.04,-100,66.95,722,46.63,0.251
10,80,0.12,14,1,2ATR,3ATR,0,-11.04,-100,62.44,634,46.43,0.294
15,80,0.15,14,1,1ATR,3ATR,0,-11.05,-100,64.25,664,45.98,0.335
10,40,0.12,21,0.5,2ATR,3ATR,0,-11.06,-100,66.66,722,46.63,0.159
10,50,0.12,14,0.5,1ATR,0,0,-11.06,-100,40.64,338,48.1,0.16
10,50,0.12,14,0.5,2ATR,0,0,-11.06,-100,40.64,338,48.1,0.16
10,80,0.12,14,0.5,2ATR,3ATR,0,-11.07,-100,61.96,634,46.43,0.163
10,80,0.2,14,1,1ATR,2ATR,0,-11.07,-100,79.12,1018,44.73,0.38
15,50,0.18,21,0.5,2ATR,2ATR,0,-11.07,-100,70.2,792,46.23,0.241
10,40,0.15,14,0.5,2ATR,3ATR,5,-11.08,-100,62.69,646,41.4,0.173
15,40,0.2,14,1,1ATR,0,0,-11.08,-100,39.79,312,48.33,0.402
15,40,0.2,14,1,2ATR,0,0,-11.08,-100,39.79,312,48.33,0.402
15,50,0.15,21,0.5,1ATR,3ATR,0,-11.08,-100,64.59,680,46.65,0.2
5,80,0.12,21,0.5,1ATR,3ATR,0,-11.09,-100,77.55,986,45.33,0.155
15,50,0.12,14,0.5,1ATR,3ATR,0,-11.11,-100,64.18,674,46.68,0.164
10,40,0.18,21,0.5,2ATR,3ATR,0,-11.12,-100,66.88,722,46.63,0.23
15,80,0.18,14,0.5,2ATR,2ATR,5,-11.12,-100,59.91,596,39.5,0.203
5,80,0.2,14,0.5,1ATR,2ATR,5,-11.13,-100,77.47,980,33.3,0.18
15,40,0.12,21,0.5,1ATR,3ATR,0,-11.13,-100,65.22,694,46.68,0.161
15,40,0.18,14,1,1ATR,0,0,-11.13,-100,39.64,312,48.33,0.381
15,40,0.18,14,1,2ATR,0,0,-11.13,-100,39.64,312,48.33,0.381
15,80,0.15,14,0.5,2ATR,2ATR,0,-11.13,-100,67.37,734,45.73,0.203
5,80,0.15,14,0.5,1ATR,0,0,-11.14,-100,45.29,390,47.94,0.195
5,80,0.15,14,0.5,2ATR,0,0,-11.14,-100,45.29,390,47.94,0.195
5,80,0.15,21,0.5,1ATR,3ATR,0,-11.14,-100,77.63,986,45.33,0.19
15,50,0.15,21,1,2ATR,2ATR,0,-11.14,-100,70.53,792,46.23,0.346
5,80,0.15,21,0.5,2ATR,0,5,-11.15,-100,43.3,366,46.99,0.193
5,80,0.2,14,0.5,1ATR,3ATR,5,-11.15,-100,70.68,804,37.26,0.197
10,50,0.2,14,0.5,1ATR,2ATR,5,-11.15,-100,71.31,818,36.46,0.202
15,40,0.2,14,1,1ATR,2ATR,5,-11.15,-100,66.87,712,38.44,0.328
10,80,0.18,21,1,2ATR,3ATR,5,-11.17,-100,57.93,554,41.13,0.329
15,80,0.12,14,1,1ATR,2ATR,0,-11.17,-100,72.76,848,45.21,0.292
10,50,0.12,14,1,2ATR,3ATR,5,-11.18,-100,60.53,602,41.34,0.258
10,50,0.12,21,0.5,1ATR,2ATR,0,-11.19,-100,79.43,1044,44.95,0.158
10,80,0.2,14,0.5,2ATR,3ATR,0,-11.19,-100,62.3,634,46.43,0.257
10,80,0.2,21,1,1ATR,2ATR,0,-11.2,-100,78.49,998,44.86,0.383
5,80,0.15,14,0.5,2ATR,0,5,-11.22,-100,43.29,366,47,0.19
10,50,0.12,21,0.5,1ATR,0,0,-11.22,-100,40.67,338,48.1,0.161
10,50,0.12,21,0.5,1ATR,3ATR,0,-11.22,-100,68.79,766,46.19,0.159
10,50,0.12,21,0.5,2ATR,0,0,-11.22,-100,40.67,338,48.1,0.161
15,40,0.18,21,1,1ATR,0,0,-11.23,-100,39.68,312,48.33,0.384
15,40,0.18,21,1,2ATR,0,0,-11.23,-100,39.68,312,48.33,0.384
15,50,0.18,21,0.5,1ATR,3ATR,0,-11.23,-100,64.72,680,46.65,0.234
15,50,0.2,21,0.5,2ATR,2ATR,0,-11.23,-100,70.27,792,46.23,0.263
15,80,0.12,14,0.5,2ATR,2ATR,0,-11.23,-100,67.26,734,45.73,0.164
15,80,0.2,14,0.5,1ATR,2ATR,0,-11.23,-100,72.66,848,45.21,0.255
5,80,0.12,21,0.5,1ATR,0,0,-11.24,-100,45.12,390,47.94,0.161
5,80,0.12,21,0.5,2ATR,0,0,-11.24,-100,45.12,390,47.94,0.161
5,80,0.18,14,0.5,1ATR,3ATR,0,-11.25,-100,78.09,998,45.23,0.219
10,40,0.15,21,0.5,2ATR,3ATR,0,-11.27,-100,66.78,722,46.63,0.195
10,80,0.18,14,0.5,2ATR,3ATR,0,-11.27,-100,62.23,634,46.43,0.236
15,40,0.2,21,1,1ATR,0,0,-11.27,-100,39.85,312,48.33,0.404
15,40,0.2,21,1,2ATR,0,0,-11.27,-100,39.85,312,48.33,0.404
15,40,0.12,21,0.5,2ATR,3ATR,0,-11.28,-100,62.52,644,46.92,0.162
5,80,0.2,21,0.5,1ATR,2ATR,5,-11.29,-100,77.21,972,33.57,0.183
15,50,0.2,14,1,2ATR,3ATR,0,-11.29,-100,62.26,622,46.97,0.4
15,80,0.2,21,1,1ATR,2ATR,0,-11.29,-100,72.84,842,45.23,0.388
15,50,0.12,21,1,2ATR,2ATR,0,-11.31,-100,70.4,792,46.23,0.301
15,40,0.18,21,1,1ATR,3ATR,0,-11.32,-100,66.01,694,46.68,0.38
15,80,0.12,14,0.5,1ATR,3ATR,5,-11.33,-100,56.91,552,40.32,0.139
15,80,0.2,21,1,2ATR,2ATR,0,-11.33,-100,67.87,730,45.74,0.391
15,50,0.15,14,0.5,1ATR,2ATR,0,-11.34,-100,75.03,912,45.71,0.203
10,80,0.15,14,0.5,2ATR,3ATR,0,-11.35,-100,62.11,634,46.43,0.201
15,50,0.2,21,0.5,1ATR,3ATR,0,-11.35,-100,64.8,680,46.65,0.256
5,80,0.18,14,0.5,1ATR,2ATR,5,-11.39,-100,77.44,980,33.3,0.165
15,50,0.12,14,0.5,1ATR,2ATR,0,-11.39,-100,74.94,912,45.71,0.165
5,80,0.12,21,0.5,2ATR,0,5,-11.4,-100,43.12,366,46.99,0.156
5,80,0.12,14,0.5,1ATR,2ATR,5,-11.41,-100,77.31,980,33.3,0.115
15,40,0.2,14,1,2ATR,3ATR,0,-11.42,-100,63.52,644,46.91,0.402
5,80,0.12,14,0.5,1ATR,0,0,-11.43,-100,45.12,390,47.94,0.159
5,80,0.12,14,0.5,2ATR,0,0,-11.43,-100,45.12,390,47.94,0.159
10,80,0.15,14,1,2ATR,2ATR,0,-11.43,-100,71.99,826,45.6,0.335
15,50,0.18,21,1,1ATR,2ATR,0,-11.43,-100,74.61,888,45.8,0.376
15,50,0.2,21,1,1ATR,2ATR,5,-11.43,-100,66.78,710,38.32,0.325
5,80,0.15,21,0.5,1ATR,0,5,-11.44,-100,43.66,370,46.92,0.192
15,80,0.2,14,0.5,1ATR,3ATR,0,-11.44,-100,63.97,664,45.98,0.256
15,80,0.15,14,0.5,2ATR,2ATR,5,-11.45,-100,59.82,596,39.5,0.175
15,80,0.18,14,0.5,1ATR,2ATR,0,-11.45,-100,72.61,848,45.21,0.235
15,80,0.12,14,0.5,1ATR,3ATR,0,-11.46,-100,63.65,664,45.98,0.165
5,80,0.18,14,0.5,1ATR,3ATR,5,-11.47,-100,70.65,804,37.26,0.181
10,40,0.12,14,0.5,2ATR,3ATR,5,-11.47,-100,62.59,646,41.4,0.141
15,40,0.15,21,0.5,1ATR,3ATR,0,-11.47,-100,65.35,694,46.68,0.198
15,40,0.18,21,1,2ATR,3ATR,0,-11.47,-100,63.39,644,46.92,0.382
5,80,0.12,14,0.5,2ATR,0,5,-11.48,-100,43.11,366,47,0.154
5,80,0.15,14,0.5,1ATR,0,5,-11.48,-100,43.65,370,46.92,0.189
10,40,0.12,21,1,2ATR,3ATR,5,-11.48,-100,63.06,646,41.24,0.256
10,40,0.2,21,0.5,2ATR,3ATR,5,-11.48,-100,62.92,646,41.24,0.222
15,80,0.18,14,0.5,1ATR,3ATR,0,-11.49,-100,63.9,664,45.98,0.236
10,50,0.15,21,1,1ATR,3ATR,0,-11.5,-100,69.38,766,46.19,0.338
10,50,0.2,21,1,2ATR,3ATR,5,-11.5,-100,61.35,608,41.19,0.347
15,50,0.15,14,1,2ATR,2ATR,5,-11.52,-100,63.56,652,39.97,0.291
15,50,0.15,14,1,1ATR,3ATR,0,-11.53,-100,64.86,674,46.68,0.34
15,80,0.12,14,1,1ATR,3ATR,0,-11.53,-100,64.12,664,45.98,0.291
5,80,0.2,21,0.5,2ATR,3ATR,5,-11.54,-100,66.89,722,39.29,0.21
15,50,0.15,14,0.5,1ATR,3ATR,0,-11.54,-100,64.32,674,46.68,0.202
15,50,0.15,21,1,1ATR,3ATR,0,-11.54,-100,65.15,680,46.65,0.341
10,50,0.18,21,1,1ATR,3ATR,5,-11.55,-100,64.88,674,39.57,0.317
15,50,0.12,21,0.5,1ATR,2ATR,0,-11.55,-100,74.03,888,45.8,0.164
10,50,0.18,21,1,2ATR,3ATR,0,-11.56,-100,66.16,696,46.56,0.378
10,80,0.18,14,1,1ATR,2ATR,0,-11.56,-100,79.1,1018,44.73,0.362
15,40,0.15,14,1,2ATR,2ATR,5,-11.56,-100,65.2,682,39.71,0.295
5,80,0.15,14,0.5,2ATR,3ATR,0,-11.59,-100,71.92,834,45.92,0.193
5,80,0.15,14,0.5,1ATR,2ATR,5,-11.6,-100,77.38,980,33.3,0.141
15,80,0.15,14,0.5,1ATR,3ATR,0,-11.6,-100,63.79,664,45.98,0.202
10,50,0.18,14,0.5,1ATR,2ATR,5,-11.61,-100,71.28,818,36.46,0.185
10,50,0.2,14,0.5,2ATR,3ATR,5,-11.61,-100,60.41,602,41.34,0.225
15,40,0.15,21,0.5,2ATR,3ATR,0,-11.62,-100,62.67,644,46.92,0.199
10,50,0.15,14,1,2ATR,2ATR,0,-11.63,-100,75.12,904,45.63,0.339
15,40,0.12,14,0.5,1ATR,3ATR,0,-11.63,-100,65.57,700,46.63,0.164
10,40,0.18,21,0.5,2ATR,3ATR,5,-11.64,-100,62.85,646,41.24,0.203
10,50,0.12,14,1,1ATR,3ATR,5,-11.65,-100,64.15,666,39.77,0.245
15,50,0.12,21,1,1ATR,3ATR,0,-11.65,-100,64.97,680,46.65,0.295
10,40,0.12,21,1,1ATR,3ATR,5,-11.66,-100,65.83,698,39.87,0.246
15,40,0.18,14,0.5,1ATR,3ATR,0,-11.66,-100,65.81,700,46.63,0.236
15,80,0.12,14,0.5,2ATR,2ATR,5,-11.66,-100,59.69,596,39.5,0.143
10,50,0.2,14,1,1ATR,2ATR,0,-11.67,-100,79.91,1042,44.96,0.384
5,80,0.18,21,0.5,1ATR,2ATR,5,-11.68,-100,77.19,972,33.57,0.168
15,80,0.18,21,1,1ATR,2ATR,0,-11.69,-100,72.81,842,45.23,0.371
10,50,0.2,21,0.5,1ATR,3ATR,0,-11.7,-100,69.09,766,46.19,0.25
15,40,0.18,21,0.5,1ATR,3ATR,0,-11.7,-100,65.48,694,46.68,0.233
15,80,0.12,14,0.5,1ATR,2ATR,0,-11.7,-100,72.43,848,45.21,0.164
10,50,0.18,21,0.5,1ATR,3ATR,0,-11.71,-100,69.03,766,46.19,0.229
5,80,0.15,14,0.5,1ATR,3ATR,0,-11.72,-100,78.04,998,45.23,0.187
10,80,0.18,21,1,1ATR,2ATR,0,-11.72,-100,78.48,998,44.86,0.365
15,40,0.2,14,0.5,1ATR,3ATR,0,-11.72,-100,65.9,700,46.63,0.259
5,80,0.12,21,0.5,1ATR,0,5,-11.73,-100,43.48,370,46.92,0.155
10,40,0.12,14,1,1ATR,3ATR,5,-11.73,-100,65.51,692,40.02,0.246
15,40,0.18,14,0.5,2ATR,2ATR,5,-11.73,-100,64.83,682,39.71,0.205
10,80,0.15,21,1,1ATR,0,0,-11.75,-100,34.51,260,48.03,0.333
10,80,0.15,21,1,2ATR,0,0,-11.75,-100,34.51,260,48.03,0.333
15,80,0.15,14,0.5,1ATR,2ATR,0,-11.75,-100,72.53,848,45.21,0.201
10,50,0.15,21,0.5,1ATR,3ATR,0,-11.76,-100,68.92,766,46.19,0.195
10,80,0.18,21,1,2ATR,3ATR,0,-11.76,-100,62.63,630,46.4,0.374
15,40,0.15,14,0.5,1ATR,3ATR,0,-11.76,-100,65.7,700,46.63,0.201
15,40,0.2,14,0.5,2ATR,2ATR,5,-11.76,-100,64.91,682,39.71,0.224
15,40,0.2,21,0.5,1ATR,3ATR,0,-11.76,-100,65.56,694,46.68,0.255
5,80,0.12,14,0.5,1ATR,0,5,-11.77,-100,43.47,370,46.92,0.154
15,40,0.12,14,1,2ATR,2ATR,5,-11.77,-100,65.05,682,39.71,0.257
10,50,0.12,21,1,1ATR,3ATR,0,-11.79,-100,69.23,766,46.19,0.289
10,80,0.2,21,0.5,1ATR,0,0,-11.79,-100,33.89,260,48.03,0.249
10,80,0.2,21,0.5,2ATR,0,0,-11.79,-100,33.89,260,48.03,0.249
10,40,0.15,21,0.5,2ATR,3ATR,5,-11.82,-100,62.74,646,41.24,0.173
15,50,0.18,14,0.5,1ATR,3ATR,0,-11.82,-100,64.47,674,46.68,0.237
10,80,0.12,21,1,1ATR,0,0,-11.83,-100,34.15,260,48.03,0.285
10,80,0.12,21,1,2ATR,0,0,-11.83,-100,34.15,260,48.03,0.285
5,80,0.12,14,0.5,2ATR,3ATR,0,-11.85,-100,71.83,834,45.92,0.157
15,40,0.18,14,1,1ATR,2ATR,5,-11.85,-100,66.88,712,38.44,0.313
10,40,0.2,21,0.5,1ATR,3ATR,5,-11.86,-100,65.7,698,39.87,0.213
15,40,0.15,14,1,1ATR,3ATR,0,-11.86,-100,66.25,700,46.63,0.344
15,50,0.2,14,0.5,1ATR,3ATR,0,-11.86,-100,64.55,674,46.68,0.258
5,80,0.18,21,0.5,2ATR,3ATR,5,-11.87,-100,66.85,722,39.29,0.192
10,80,0.18,21,0.5,1ATR,0,0,-11.88,-100,33.76,260,48.03,0.228
10,80,0.18,21,0.5,2ATR,0,0,-11.88,-100,33.76,260,48.03,0.228
15,40,0.18,21,0.5,2ATR,3ATR,0,-11.88,-100,62.81,644,46.92,0.235
10,80,0.12,21,1,1ATR,3ATR,5,-11.89,-100,61.82,624,39.46,0.246
10,40,0.12,21,0.5,2ATR,3ATR,5,-11.9,-100,62.62,646,41.24,0.141
10,50,0.18,14,0.5,2ATR,3ATR,5,-11.9,-100,60.35,602,41.34,0.206
15,80,0.18,21,1,2ATR,2ATR,0,-11.9,-100,67.85,730,45.74,0.374
15,50,0.18,14,1,2ATR,3ATR,0,-11.91,-100,62.24,622,46.97,0.381
15,40,0.15,14,0.5,2ATR,2ATR,5,-11.92,-100,64.72,682,39.71,0.175
10,80,0.18,14,0.5,1ATR,0,0,-11.94,-100,33.74,260,48.03,0.224
10,80,0.18,14,0.5,2ATR,0,0,-11.94,-100,33.74,260,48.03,0.224
10,80,0.2,14,0.5,1ATR,0,0,-11.94,-100,33.87,260,48.03,0.244
10,80,0.2,14,0.5,2ATR,0,0,-11.94,-100,33.87,260,48.03,0.244
5,80,0.12,14,0.5,1ATR,3ATR,0,-11.95,-100,77.97,998,45.23,0.152
15,50,0.18,21,1,1ATR,2ATR,5,-11.96,-100,66.76,710,38.32,0.31
15,40,0.2,21,0.5,2ATR,3ATR,0,-11.97,-100,62.91,644,46.92,0.257
10,80,0.18,14,1,1ATR,0,0,-11.98,-100,34.8,260,48.03,0.366
10,80,0.18,14,1,2ATR,0,0,-11.98,-100,34.8,260,48.03,0.366
10,40,0.18,21,0.5,1ATR,3ATR,5,-12.02,-100,65.64,698,39.87,0.195
10,80,0.15,21,0.5,1ATR,0,0,-12.02,-100,33.56,260,48.03,0.194
10,80,0.15,21,0.5,2ATR,0,0,-12.02,-100,33.56,260,48.03,0.194
15,40,0.12,21,1,1ATR,3ATR,0,-12.03,-100,65.73,694,46.68,0.295
15,40,0.12,14,1,1ATR,3ATR,0,-12.04,-100,66.07,700,46.63,0.297
15,40,0.12,14,0.5,2ATR,3ATR,0,-12.06,-100,62.59,644,46.91,0.167
5,80,0.15,21,0.5,1ATR,2ATR,5,-12.08,-100,77.13,972,33.57,0.144
10,80,0.15,14,1,1ATR,0,0,-12.09,-100,34.5,260,48.03,0.326
10,80,0.15,14,1,2ATR,0,0,-12.09,-100,34.5,260,48.03,0.326
15,40,0.2,21,1,1ATR,2ATR,5,-12.1,-100,67.17,716,38.38,0.327
15,50,0.15,21,0.5,1ATR,2ATR,0,-12.11,-100,74.14,888,45.8,0.201
5,80,0.12,21,0.5,1ATR,2ATR,5,-12.13,-100,77.06,972,33.57,0.117
10,50,0.18,14,1,1ATR,2ATR,0,-12.13,-100,79.89,1042,44.96,0.366
15,40,0.15,21,1,1ATR,3ATR,0,-12.13,-100,65.94,694,46.68,0.344
15,50,0.12,14,0.5,2ATR,3ATR,0,-12.13,-100,61.33,622,46.97,0.166
5,80,0.15,14,0.5,1ATR,3ATR,5,-12.14,-100,70.59,804,37.26,0.154
15,50,0.12,14,1,1ATR,3ATR,0,-12.14,-100,64.72,674,46.68,0.295
15,50,0.15,21,1,1ATR,2ATR,0,-12.15,-100,74.55,888,45.8,0.342
10,80,0.12,14,1,1ATR,0,0,-12.16,-100,34.15,260,48.03,0.278
10,80,0.12,14,1,2ATR,0,0,-12.16,-100,34.15,260,48.03,0.278
10,80,0.15,21,1,2ATR,3ATR,5,-12.16,-100,57.87,554,41.13,0.298
10,80,0.18,21,1,1ATR,0,0,-12.16,-100,34.88,260,48.03,0.37
10,80,0.18,21,1,2ATR,0,0,-12.16,-100,34.88,260,48.03,0.37
15,40,0.18,14,1,2ATR,3ATR,0,-12.18,-100,63.52,644,46.91,0.384
10,80,0.15,21,1,1ATR,0,5,-12.19,-100,34.18,256,47.65,0.331
10,80,0.15,21,1,2ATR,0,5,-12.19,-100,34.18,256,47.66,0.331
15,40,0.12,14,0.5,2ATR,2ATR,5,-12.19,-100,64.61,682,39.71,0.143
10,80,0.2,14,1,1ATR,0,0,-12.2,-100,35.01,260,48.03,0.385
10,80,0.2,14,1,2ATR,0,0,-12.2,-100,35.01,260,48.03,0.385
10,80,0.15,14,0.5,1ATR,0,0,-12.23,-100,33.55,260,48.03,0.191
10,80,0.15,14,0.5,2ATR,0,0,-12.23,-100,33.55,260,48.03,0.191
10,40,0.15,21,0.5,1ATR,3ATR,5,-12.24,-100,65.54,698,39.87,0.166
10,80,0.12,21,0.5,1ATR,0,0,-12.24,-100,33.33,260,48.03,0.157
10,80,0.12,21,0.5,2ATR,0,0,-12.24,-100,33.33,260,48.03,0.157
15,40,0.15,21,1,2ATR,3ATR,0,-12.24,-100,63.31,644,46.92,0.347
10,50,0.12,14,1,2ATR,2ATR,0,-12.26,-100,75.03,904,45.63,0.295
15,40,0.15,14,0.5,2ATR,3ATR,0,-12.26,-100,62.74,644,46.91,0.205
10,40,0.2,14,0.5,1ATR,3ATR,5,-12.3,-100,65.42,692,40.02,0.214
15,80,0.12,21,0.5,1ATR,2ATR,0,-12.3,-100,72.2,842,45.23,0.161
10,50,0.15,14,0.5,1ATR,2ATR,5,-12.32,-100,71.22,818,36.46,0.159
10,50,0.18,21,1,2ATR,3ATR,5,-12.32,-100,61.35,608,41.19,0.331
15,40,0.12,21,1,2ATR,3ATR,0,-12.32,-100,63.1,644,46.92,0.297
5,80,0.15,21,0.5,2ATR,3ATR,5,-12.33,-100,66.76,722,39.29,0.164
10,50,0.2,14,0.5,1ATR,3ATR,5,-12.33,-100,64.06,666,39.77,0.214
10,80,0.12,14,1,2ATR,2ATR,0,-12.33,-100,71.91,826,45.6,0.29
10,80,0.2,21,1,1ATR,0,0,-12.34,-100,35.08,260,48.03,0.389
10,80,0.2,21,1,2ATR,0,0,-12.34,-100,35.08,260,48.03,0.389
10,80,0.12,21,1,1ATR,0,5,-12.35,-100,33.84,256,47.65,0.283
10,80,0.12,21,1,2ATR,0,5,-12.35,-100,33.84,256,47.66,0.283
10,80,0.2,21,0.5,1ATR,0,5,-12.35,-100,33.57,256,47.65,0.247
10,80,0.2,21,0.5,2ATR,0,5,-12.35,-100,33.57,256,47.66,0.247
15,40,0.18,14,0.5,2ATR,3ATR,0,-12.35,-100,62.89,644,46.91,0.24
15,50,0.12,14,1,2ATR,2ATR,5,-12.35,-100,63.45,652,39.97,0.252
10,80,0.18,14,1,1ATR,0,5,-12.36,-100,34.47,256,47.64,0.362
10,80,0.18,14,1,2ATR,0,5,-12.36,-100,34.47,256,47.66,0.362
5,80,0.12,14,0.5,1ATR,3ATR,5,-12.4,-100,70.5,804,37.26,0.126
10,80,0.2,21,0.5,1ATR,3ATR,5,-12.4,-100,61.71,624,39.46,0.213
15,80,0.15,21,1,1ATR,2ATR,0,-12.4,-100,72.75,842,45.23,0.337
15,50,0.18,21,0.5,1ATR,2ATR,0,-12.41,-100,74.25,888,45.8,0.237
15,50,0.2,14,0.5,2ATR,2ATR,5,-12.41,-100,63.31,652,39.97,0.222
10,50,0.2,14,0.5,2ATR,2ATR,0,-12.43,-100,74.93,904,45.63,0.257
10,80,0.12,14,0.5,1ATR,0,0,-12.45,-100,33.33,260,48.03,0.155
10,80,0.12,14,0.5,2ATR,0,0,-12.45,-100,33.33,260,48.03,0.155
15,50,0.18,14,0.5,2ATR,2ATR,5,-12.45,-100,63.23,652,39.97,0.204
10,40,0.12,21,0.5,1ATR,3ATR,5,-12.47,-100,65.43,698,39.87,0.135
15,40,0.2,14,0.5,2ATR,3ATR,0,-12.47,-100,62.99,644,46.91,0.262
10,80,0.18,21,0.5,1ATR,0,5,-12.48,-100,33.44,256,47.65,0.227
10,80,0.18,21,0.5,2ATR,0,5,-12.48,-100,33.44,256,47.66,0.227
10,50,0.15,21,1,1ATR,3ATR,5,-12.5,-100,64.81,674,39.57,0.286
10,80,0.18,21,1,1ATR,0,5,-12.5,-100,34.54,256,47.65,0.367
10,80,0.18,21,1,2ATR,0,5,-12.5,-100,34.54,256,47.66,0.367
10,80,0.2,14,0.5,2ATR,2ATR,0,-12.51,-100,71.8,826,45.6,0.254
15,50,0.15,14,0.5,2ATR,3ATR,0,-12.51,-100,61.5,622,46.97,0.204
15,50,0.2,21,0.5,1ATR,2ATR,0,-12.55,-100,74.32,888,45.8,0.258
10,50,0.12,21,0.5,2ATR,3ATR,0,-12.56,-100,65.4,696,46.56,0.161
10,50,0.15,14,0.5,2ATR,3ATR,5,-12.56,-100,60.25,602,41.34,0.175
10,80,0.15,14,1,1ATR,2ATR,0,-12.56,-100,79.06,1018,44.73,0.327
10,80,0.2,14,1,1ATR,0,5,-12.56,-100,34.68,256,47.64,0.381
10,80,0.2,14,1,2ATR,0,5,-12.56,-100,34.68,256,47.66,0.381
10,50,0.12,14,0.5,1ATR,2ATR,5,-12.57,-100,71.13,818,36.46,0.129
10,50,0.15,21,1,2ATR,3ATR,0,-12.57,-100,66.11,696,46.56,0.344
15,80,0.2,14,1,2ATR,3ATR,0,-12.59,-100,59.23,568,46.43,0.392
10,80,0.12,21,0.5,2ATR,3ATR,0,-12.61,-100,61.79,630,46.4,0.162
10,80,0.15,21,1,1ATR,2ATR,0,-12.61,-100,78.43,998,44.86,0.332
15,50,0.12,21,1,1ATR,2ATR,0,-12.61,-100,74.44,888,45.8,0.297
10,50,0.18,14,0.5,2ATR,2ATR,0,-12.62,-100,74.88,904,45.63,0.236
10,80,0.15,14,1,1ATR,0,5,-12.63,-100,34.2,256,47.64,0.323
10,80,0.15,14,1,2ATR,0,5,-12.63,-100,34.2,256,47.66,0.323
10,80,0.2,14,0.5,1ATR,0,5,-12.64,-100,33.57,256,47.64,0.243
10,80,0.2,14,0.5,2ATR,0,5,-12.64,-100,33.57,256,47.66,0.243
15,50,0.15,14,1,2ATR,3ATR,0,-12.64,-100,62.14,622,46.97,0.345
5,80,0.12,21,0.5,2ATR,3ATR,5,-12.65,-100,66.66,722,39.29,0.134
10,50,0.12,21,1,2ATR,3ATR,0,-12.66,-100,65.91,696,46.56,0.295
10,50,0.2,21,0.5,2ATR,3ATR,0,-12.66,-100,65.75,696,46.56,0.255
10,80,0.18,14,0.5,1ATR,0,5,-12.67,-100,33.43,256,47.64,0.223
10,80,0.18,14,0.5,2ATR,0,5,-12.67,-100,33.43,256,47.66,0.223
15,80,0.15,21,0.5,1ATR,2ATR,0,-12.67,-100,72.32,842,45.23,0.198
10,40,0.18,14,0.5,1ATR,3ATR,5,-12.68,-100,65.37,692,40.02,0.195
10,50,0.18,21,0.5,2ATR,3ATR,0,-12.68,-100,65.67,696,46.56,0.234
10,80,0.15,21,0.5,1ATR,0,5,-12.68,-100,33.22,256,47.65,0.193
10,80,0.15,21,0.5,2ATR,0,5,-12.68,-100,33.22,256,47.66,0.193
15,50,0.15,14,0.5,2ATR,2ATR,5,-12.68,-100,63.12,652,39.97,0.175
